Return_Yr,SPECIES,Run,TagDate,TagReach,Tag1,Tag2,Sample_Category,CarcassCategory,Sex,FL,Mark,SnoutID,ScaleCard,SampleRate,ScaleAge,CarcassCondition,GillColor,SpawnSuccess,CWT_Code,CWT_Status_Code,DNA_Sample_Code,Comments,RecapDate,RecapTag1,RecapTag2,RecapReach,Brood_Yr,CWT_Species,CWT_Run,Agency_Name,RearingLocName,ReleaseSiteName,Mark_Short_Desc,StockName,First_Release_Date_Txt,Last_Release_Date_Txt,Tagged_Cnt
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6979a,6979b,blank,,Jack,44,UM,,07546-6979,1,21,D-,,,,,22LP0166,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6980a,6980b,blank,,Female,85,AD,,07546-6980,1,51,D-,,,,,,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6981a,6981b,blank,,Female,74,AD,,07546-6981,1,88,D-,,,,,,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6982a,6982b,blank,,Female,67,AD,,07546-6982,1,31,D,,,,,,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6983a,6983b,blank,,Female,69,UM,,07546-6983,1,41,D,,,,,22LP0167,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6984a,6984b,blank,,Female,87,UM,,07546-6984,1,41,D-,,,,,22LP0168,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6985a,6985b,blank,,Female,70,UM,,07546-6985,1,31,D-,,,,,22LP0169,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6986a,6986b,blank,,Female,83,UM,,07546-6986,1,41,D-,,,,,22LP0170,,02-Nov-22,6986a,6986b,NFL 3,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6987a,6987b,blank,,Male,75,UM,,07546-6987,1,88,D-,,,,,22LP0171,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6988a,6988b,blank,,Male,87,UM,,07546-6988,1,41,D-,,,,,22LP0172,,26-Oct-22,6988a,6988b,NFL 3,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6989a,6989b,blank,,Male,88,UM,,07546-6989,1,41,D-,,,,,22LP0173,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6990a,6990b,blank,,Male,69,UM,,07546-6990,1,31,D-,,,,,22LP0174,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6991a,6991b,blank,,Male,60,UM,,07545-6991,1,31,D-,,,,,22LP0175,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6992a,6992b,blank,,Female,73,UM,,07545-6992,1,41,D-,,,,,22LP0176,,02-Nov-22,6992a,6992b,NFL 3,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6993a,6993b,blank,,Female,78,UM,,07545-6993,1,88,D-,,,,,22LP0177,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6994a,6994b,blank,,Female,79,UM,,07545-6994,1,41,D-,,,,,22LP0178,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6995a,6995b,blank,,Female,80,UM,,07545-6995,1,41,D-,,,,,22LP0179,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6996a,6996b,blank,,Female,77,UM,,07545-6996,1,41,D,,,,,22LP0180,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6997a,6997b,blank,,Female,79,UM,,07545-6997,1,41,D,,,,,22LP0181,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6998a,6998b,blank,,Male,64,AD,,07545-6998,1,31,D,,,,,,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,6999a,6999b,blank,,Female,72,AD,,07545-6999,1,41,D-,,,,,,,26-Oct-22,6999a,6999b,NFL 2,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,7000a,7000b,blank,,Female,94,AD,,07545-7000,1,41,D-,,,,,,,25-Oct-22,7000a,7000b,NFL 4,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,7001a,7001b,blank,,Female,83,AD,,07545-7001,1,41,D,,,,,,,26-Oct-22,7001a,7001b,NFL 2,,,,,,,,,,,
2022,Chinook salmon,Fall,19-Oct-22,NFL 2,7002a,7002b,blank,,Female,82,AD,,07545-7002,1,88,D,,,,,,,,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,1,,Female,67,AD,CWT00103964,05594-1,1,,D+,,,91303,1,,"Section 4 mark sample: AD-19, NM-32",,,,,2018,Chinook,Spring,Oregon Department of Fish and Wildlife,SANDY HATCHERY,YOUNGS R & BAY,AD Fin Clp,SANDY HATCHERY (SANDY R),20200318,20200318,23425
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-10,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-11,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-12,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-13,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-14,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-15,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-16,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-17,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-18,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-19,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-2,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-20,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-21,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-22,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-23,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-24,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-25,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-26,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-27,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-28,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-29,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-3,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-30,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-31,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-32,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-33,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-34,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-35,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-36,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-37,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-38,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-39,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-4,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-40,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-41,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-42,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-43,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-44,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-45,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-46,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-47,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-48,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-49,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-5,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-50,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-51,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,UM,,05594-52,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-6,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-7,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-8,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,,,2,4,,,AD,,05594-9,1,,D+,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7037a,7037b,blank,,,79,UM,,05594-7037,1,88,D,,,,,22LP0210,"Section 4 mark sample: AD-19, NM-32",02-Nov-22,7037a,7037b,NFL 4,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7038a,7038b,blank,,,86,AD,,05594-7038,1,41,D-,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7039a,7039b,blank,,,70,AD,,05594-7039,1,31,D-,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7040a,7040b,blank,,,68,AD,,05594-7040,1,88,D-,,,,,,"Section 4 mark sample: AD-19, NM-32",01-Nov-22,7040a,7040b,NFL 5,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7041a,7041b,blank,,,79,UM,,05594-7041,1,41,D-,,,,,22LP0211,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7042a,7042b,blank,,,74,UM,,05594-7042,1,31,F,,,,,22LP0212,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7043a,7043b,blank,,,41,UM,,05594-7043,1,88,F,,,,,22LP0213,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7044a,7044b,blank,,,90,UM,,05594-7044,1,51,F,,,,,22LP0214,"Section 4 mark sample: AD-19, NM-32",01-Nov-22,7044a,7044b,NFL 5,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7045a,7045b,blank,,,67,AD,,05594-7045,1,42,F,,,,,,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7046a,7046b,blank,,,74,UM,,05594-7046,1,41,D-,,,,,22LP0215,"Section 4 mark sample: AD-19, NM-32",01-Nov-22,7046a,7046b,NFL 5,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 4,7047a,7047b,blank,,,86,UM,,05594-7047,1,51,F,,,,,22LP0216,"Section 4 mark sample: AD-19, NM-32",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-1,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-10,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-11,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-12,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-13,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-14,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-15,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-16,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-17,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-18,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-19,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-2,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-20,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-21,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-22,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-23,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-24,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-25,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-26,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-27,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-28,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-29,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-3,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-30,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-31,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-32,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-33,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-34,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-35,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-36,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-37,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-38,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-39,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-4,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-40,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-41,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-42,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-43,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-44,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-45,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-46,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-47,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-48,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-49,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-5,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-50,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-51,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-52,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-53,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-54,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-55,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,AD,,07541-56,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,AD,,07541-57,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,AD,,07541-58,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,AD,,07541-59,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,UM,,07541-6,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
2022,Chinook salmon,Fall,25-Oct-22,NFL 5,,,2,4,,,AD,,07541-60,1,,D+,,,,,,"Section 5 mark sample: AD-33, NM-55",,,,,,,,,,,,,,,
