Return_Yr,SPECIES,Run,TagDate,TagReach,Tag1,Tag2,RecapDate,RecapReach,TagState,RecapState,check
2024,Chinook salmon,Fall,11/19/2024,NFL 5,4866,4866b,,,5,,-1
2024,Chinook salmon,Fall,9/12/2024,NFL 5,3350a,3350b,,,5,,-1
2024,Chinook salmon,Fall,9/12/2024,NFL 5,3351a,3351b,,,5,,-1
2024,Chinook salmon,Fall,9/12/2024,NFL 5,3352a,3352b,,,5,,-1
2024,Chinook salmon,Fall,9/12/2024,NFL 1,3354a,3354b,,,1,,-1
2024,Chinook salmon,Fall,9/19/2024,NFL 5,3355a,3355b,,,5,,-1
2024,Chinook salmon,Fall,9/19/2024,NFL 5,3356a,3356b,,,5,,-1
2024,Chinook salmon,Fall,9/19/2024,NFL 5,3357a,3357b,,,5,,-1
2024,Chinook salmon,Fall,9/19/2024,NFL 2,3360a,3360b,,,2,,-1
2024,Chinook salmon,Spring,9/19/2024,NFL 2,3361a,3361b,,,2,,-1
2024,Chinook salmon,Spring,9/19/2024,NFL 2,3363a,3363b,,,2,,-1
2024,Chinook salmon,Spring,9/19/2024,NFL 2,3365a,3365b,,,2,,-1
2024,Chinook salmon,Spring,9/19/2024,NFL 1,3366a,3366b,,,1,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 5,3367a,3367b,,,5,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 5,3368a,3368b,,,5,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 4,3371a,3371b,,,4,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 3,3372a,3372b,,,3,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 3,3374a,3374b,,,3,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 3,3376a,3376b,,,3,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 2,3384a,3384b,,,2,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 2,3385a,3385b,,,2,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 2,3386a,3386b,,,2,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 2,3387a,3387b,,,2,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 2,3388a,3388b,,,2,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 2,3389a,3389b,,,2,,-1
2024,Chinook salmon,Spring,9/24/2024,NFL 1,3391a,3391b,,,1,,-1
2024,Chinook salmon,Fall,9/24/2024,NFL 1,3394a,3394b,,,1,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3395a,3395b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3398a,3398b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3399a,3399b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3400a,3400b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3401a,3401b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3402a,3402b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3403a,3403b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3404a,3404b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3405a,3405b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3407a,3407b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3408a,3408b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3409a,3409b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3410a,3410b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 5,3411a,3411b,,,5,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3412a,3412b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3414a,3414b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3415a,3415b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3417a,3417b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3418a,3418b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3420a,3420b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3422a,3422b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3424a,3424b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3425a,3425b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3426a,3426b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3428a,3428b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3429a,3429b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3430a,3430b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3432a,3432b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3433a,3433b,,,4,,-1
2024,Chinook salmon,Fall,10/1/2024,NFL 4,3436a,3436b,,,4,,-1
2024,Chinook salmon,Spring,10/2/2024,NFL 3,3439a,3439b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3443a,3443b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3445a,3445b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3446a,3446b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3448a,3448b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3452a,3452b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3453a,3453b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3454a,3454b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3456a,3456b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3457a,3457b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3458a,3458b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3459a,3459b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3460a,3460b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3461a,3461b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3464a,3464b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3466a,3466b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3468a,3468b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3469a,3469b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3470a,3470b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3471a,3471b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3472a,3472b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 3,3474a,3474b,,,3,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3476a,3476b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3478a,3478b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3479a,3479b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3482a,3482b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3483a,3483b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3485a,3485b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3488a,3488b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3492a,3492b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3494a,3494b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3496a,3496b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3497a,3497b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3500a,3500b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3503a,3503b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3505a,3505b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3507a,3507b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3508a,3508b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3510a,3510b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3513a,3513b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3514a,3514b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3516a,3516b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3517a,3517b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3518a,3518b,,,2,,-1
2024,Chinook salmon,Fall,10/2/2024,NFL 2,3519a,3519b,,,2,,-1
2024,Chinook salmon,Spring,10/2/2024,NFL 2,3520a,3520b,,,2,,-1
2024,Chinook salmon,Spring,10/2/2024,NFL 2,3521a,3521b,,,2,,-1
2024,Chinook salmon,Spring,10/2/2024,NFL 2,3522a,3522b,,,2,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3525a,3525b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3528a,3528b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3531a,3531b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3532a,3532b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3533a,3533b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3534a,3534b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3535a,3535b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3536a,3536b,,,1,,-1
2024,Chinook salmon,Fall,10/3/2024,NFL 1,3537a,3537b,,,1,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3539a,3539b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3540a,3540b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3541a,3541b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3544a,3544b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3546a,3546b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3547a,3547b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3549a,3549b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3550a,3550b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3552a,3552b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3553a,3553b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3555a,3555b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3556a,3556b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3557a,3557b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3558a,3558b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3559a,3559b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3560a,3560b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3561a,3561b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3562a,3562b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3563a,3563b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3564a,3564b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3565a,3565b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3566a,3566b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3567a,3567b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3568a,3568b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3569a,3569b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3570a,3570b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3571a,3571b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3573a,3573b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3574a,3574b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3575a,3575b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3576a,3576b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3577a,3577b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3578a,3578b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 5,3579a,3579b,,,5,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3580a,3580b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3581a,3581b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3582a,3582b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3583a,3583b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3584a,3584b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3585a,3585b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3586a,3586b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3588a,3588b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3589a,3589b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3590a,3590b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3591a,3591b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3593a,3593b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3594a,3594b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3596a,3596b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3597a,3597b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3598a,3598b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3599a,3599b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3601a,3601b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3602a,3602b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3603a,3603b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3604a,3604b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3605a,3605b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3606a,3606b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3608a,3608b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3609a,3609b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3611a,3611b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3612a,3612b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3613a,3613b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3616a,3616b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3618a,3618b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3619a,3619b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3620a,3620b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3621a,3621b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3624a,3624b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3625a,3625b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3627a,3627b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3628a,3628b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3629a,3629b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3631a,3631b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3632a,3632b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3633a,3633b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3635a,3635b,,,4,,-1
2024,Chinook salmon,Fall,10/8/2024,NFL 4,3637a,3637b,,,4,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3638a,3638b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3639a,3639b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3640a,3640b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3641a,3641b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3645a,3645b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3647a,3647b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3648a,3648b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3650a,3650b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3654a,3654b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3655a,3655b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3658a,3658b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3660a,3660b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3662a,3662b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3663a,3663b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3664a,3664b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3665a,3665b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3666a,3666b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3667a,3667b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3668a,3668b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3670a,3670b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3671a,3671b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3673a,3673b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3676a,3676b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3677a,3677b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3679a,3679b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3680a,3680b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3681a,3681b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3682a,3682b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3684a,3684b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3685a,3685b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3687a,3687b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3688a,3688b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3689a,3689b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3690a,3690b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3693a,3693b,,,3,,-1
2024,Chinook salmon,Fall,10/9/2024,NFL 3,3694a,3694b,,,3,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3695a,3695b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3696a,3696b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3697a,3697b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3698a,3698b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3700a,3700b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3702a,3702b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3712a,3712b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3717a,3717b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3723a,3723b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3726a,3726b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3727a,3727b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3728a,3728b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3729a,3729b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3732a,3732b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3733a,3733b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3737a,3737b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3738a,3738b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3740a,3740b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3743a,3743b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3745a,3745b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3746a,3746b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3747a,3747b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3750a,3750b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3752a,3752b,,,2,,-1
2024,Chinook salmon,Spring,10/10/2024,NFL 2,3754a,3754b,,,2,,-1
2024,Chinook salmon,Spring,10/10/2024,NFL 2,3755a,3755b,,,2,,-1
2024,Chinook salmon,Spring,10/10/2024,NFL 2,3756a,3756b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3760a,3760b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 2,3762a,3762b,,,2,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3764a,3764b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3765a,3765b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3770a,3770b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3771a,3771b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3772a,3772b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3773a,3773b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3774a,3774b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3778a,3778b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3779a,3779b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3780a,3780b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3781a,3781b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3783a,3783b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3784a,3784b,,,1,,-1
2024,Chinook salmon,Fall,10/10/2024,NFL 1,3785a,3785b,,,1,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3786a,3786b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3787a,3787b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3788a,3788b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3790a,3790b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3792a,3792b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3793a,3793b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3794a,3794b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3795a,3795b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3796a,3796b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3797a,3797b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3798a,3798b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3799a,3799b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3800a,3800b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3801a,3801b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3802a,3802b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3803a,3803b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3804a,3804b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3805a,3805b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3808a,3808b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 4,3809a,3809b,,,4,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3812a,3812b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3813a,3813b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3814a,3814b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3816a,3816b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3817a,3817b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3818a,3818b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3819a,3819b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3821a,3821b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3822a,3822b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3823a,3823b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3825a,3825b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3826a,3826b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3828a,3828b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3829a,3829b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3830a,3830b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3831a,3831b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3832a,3832b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3833a,3833b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3834a,3834b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3835a,3835b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3836a,3836b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 3,3837a,3837b,,,3,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 5,3838a,3838b,,,5,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 5,3839a,3839b,,,5,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 5,3841a,3841b,,,5,,-1
2024,Chinook salmon,Fall,10/15/2024,NFL 5,3842a,3842b,,,5,,-1
